2024-09-12 09:20:55 - INFO - Epoch [182], train_Loss_average: 0.7155, proco_loss_average: 0.1262, val_Loss_average: 1.6196, epoch_Time: 21.34s, porco_time: 9.40s
2024-09-12 09:21:15 - INFO - Epoch [183], train_Loss_average: 0.7307, proco_loss_average: 0.0963, val_Loss_average: 1.4403, epoch_Time: 20.61s, porco_time: 9.27s
2024-09-12 09:21:36 - INFO - Epoch [184], train_Loss_average: 0.7675, proco_loss_average: 0.1152, val_Loss_average: 1.6337, epoch_Time: 20.86s, porco_time: 9.39s
2024-09-12 09:21:58 - INFO - Epoch [185], train_Loss_average: 0.7771, proco_loss_average: 0.1317, val_Loss_average: 1.4183, epoch_Time: 21.40s, porco_time: 9.47s
2024-09-12 09:22:19 - INFO - Epoch [186], train_Loss_average: 0.7924, proco_loss_average: 0.1385, val_Loss_average: 1.6183, epoch_Time: 21.19s, porco_time: 9.45s
2024-09-12 09:22:40 - INFO - Epoch [187], train_Loss_average: 1.1657, proco_loss_average: 0.2820, val_Loss_average: 1.7393, epoch_Time: 21.21s, porco_time: 9.54s
2024-09-12 09:23:01 - INFO - Epoch [188], train_Loss_average: 0.8204, proco_loss_average: 0.1352, val_Loss_average: 1.5921, epoch_Time: 20.68s, porco_time: 9.35s
2024-09-12 09:23:22 - INFO - Epoch [189], train_Loss_average: 0.7410, proco_loss_average: 0.0993, val_Loss_average: 1.6042, epoch_Time: 21.06s, porco_time: 9.45s
2024-09-12 09:23:43 - INFO - Epoch [190], train_Loss_average: 0.8329, proco_loss_average: 0.1178, val_Loss_average: 1.5321, epoch_Time: 21.30s, porco_time: 9.56s
2024-09-12 09:24:04 - INFO - Epoch [191], train_Loss_average: 0.7127, proco_loss_average: 0.0923, val_Loss_average: 1.5339, epoch_Time: 20.87s, porco_time: 9.41s
2024-09-12 09:24:05 - INFO - checkpoint mask_rcnn_epoch_191.pth has saved
2024-09-12 09:24:26 - INFO - Epoch [192], train_Loss_average: 0.6612, proco_loss_average: 0.0856, val_Loss_average: 1.6185, epoch_Time: 21.12s, porco_time: 9.37s
2024-09-12 09:24:47 - INFO - Epoch [193], train_Loss_average: 0.6973, proco_loss_average: 0.0959, val_Loss_average: 1.4979, epoch_Time: 20.77s, porco_time: 9.33s
2024-09-12 09:25:08 - INFO - Epoch [194], train_Loss_average: 0.6738, proco_loss_average: 0.0936, val_Loss_average: 1.6270, epoch_Time: 21.53s, porco_time: 9.63s
2024-09-12 09:25:29 - INFO - Epoch [195], train_Loss_average: 0.6681, proco_loss_average: 0.0886, val_Loss_average: 1.6981, epoch_Time: 21.14s, porco_time: 9.48s
2024-09-12 09:25:51 - INFO - Epoch [196], train_Loss_average: 0.7069, proco_loss_average: 0.1032, val_Loss_average: 1.5323, epoch_Time: 21.38s, porco_time: 9.57s
2024-09-12 09:26:12 - INFO - Epoch [197], train_Loss_average: 0.8280, proco_loss_average: 0.1648, val_Loss_average: 1.5366, epoch_Time: 20.85s, porco_time: 9.38s
2024-09-12 09:26:32 - INFO - Epoch [198], train_Loss_average: 0.7461, proco_loss_average: 0.1188, val_Loss_average: 1.6947, epoch_Time: 20.65s, porco_time: 9.36s
2024-09-12 09:26:53 - INFO - Epoch [199], train_Loss_average: 0.6534, proco_loss_average: 0.0870, val_Loss_average: 1.6179, epoch_Time: 20.78s, porco_time: 9.34s
2024-09-12 09:27:14 - INFO - Epoch [200], train_Loss_average: 0.6436, proco_loss_average: 0.0852, val_Loss_average: 1.5717, epoch_Time: 20.53s, porco_time: 9.36s
2024-09-12 09:27:34 - INFO - Epoch [201], train_Loss_average: 0.6849, proco_loss_average: 0.0952, val_Loss_average: 1.4668, epoch_Time: 20.81s, porco_time: 9.45s
2024-09-12 09:27:35 - INFO - checkpoint mask_rcnn_epoch_201.pth has saved
2024-09-12 09:27:56 - INFO - Epoch [202], train_Loss_average: 0.6565, proco_loss_average: 0.0905, val_Loss_average: 1.6017, epoch_Time: 20.87s, porco_time: 9.43s
2024-09-12 09:28:17 - INFO - Epoch [203], train_Loss_average: 0.6060, proco_loss_average: 0.0746, val_Loss_average: 1.5887, epoch_Time: 21.16s, porco_time: 9.55s
2024-09-12 09:28:38 - INFO - Epoch [204], train_Loss_average: 0.5999, proco_loss_average: 0.0786, val_Loss_average: 1.4609, epoch_Time: 21.23s, porco_time: 9.30s
2024-09-12 09:28:59 - INFO - Epoch [205], train_Loss_average: 0.5761, proco_loss_average: 0.0766, val_Loss_average: 1.5455, epoch_Time: 21.02s, porco_time: 9.35s
2024-09-12 09:29:20 - INFO - Epoch [206], train_Loss_average: 0.5277, proco_loss_average: 0.0664, val_Loss_average: 1.5288, epoch_Time: 20.84s, porco_time: 9.48s
2024-09-12 09:29:41 - INFO - Epoch [207], train_Loss_average: 0.5207, proco_loss_average: 0.0663, val_Loss_average: 1.5232, epoch_Time: 20.86s, porco_time: 9.52s
